 
  * * * * * * * PROGRAM ZCROSS * * * * * * * *
  * *
  * M.J. KRAFFT *
  * *
  * *
  * Zero Up-Crossing Analysis *
  * *
  * * * * * * * * * * * * * * * * * * * * * * *
 
 
  * * * * * * * * INPUT DATA * * * * * * * * *
 
  INPUT TIME SERIES ANALYZED: g1-nf203.in 
  NUMBER OF POINTS IN SERIES:         3952
  TIME SERIES TIME STEP :   0.2030000      SEC
  TIME SERIES RECORD LENGTH :    802.0530      SEC
 
  Notes: -mean of time series has been removed.
  -except for computation of mean of input
  time series, data prior to first up-
  crossing and data after last up-crossing
  has been ignored in z-cross analysis.
 
  * * * Z-CROSS WAVE HEIGHT/PERIOD DATA * * * *
 
 INDEX   HEIGHT    PERIOD     CREST HEIGHT   TROUGH DEPTH
   535    0.1620    1.0150     0.0830         -0.0790
   536    0.0650    0.8120     0.0170         -0.0480
   537    0.1950    1.8270     0.0890         -0.1060
   538    0.0580    0.8120     0.0400         -0.0180
   539    0.1690    1.4210     0.0650         -0.1040
   540    0.0800    2.2330     0.0350         -0.0450
   541    0.1000    1.0150     0.0560         -0.0440
   542    0.1170    1.2180     0.0610         -0.0560
   543    0.0270    0.6090     0.0190         -0.0080
   544    0.0460    1.2180     0.0180         -0.0280
   545    0.0260    0.8120     0.0140         -0.0120
   546    0.0360    0.8120     0.0150         -0.0210
   547    0.1610    1.2180     0.0510         -0.1100
   548    0.0710    1.0150     0.0310         -0.0400
   549    0.0650    1.2180     0.0440         -0.0210
   550    0.0700    1.0150     0.0230         -0.0470
   551    0.0790    1.6240     0.0280         -0.0510
   552    0.0470    0.8120     0.0230         -0.0240
   553    0.0780    0.4060     0.0630         -0.0150
   554    0.0760    1.0150     0.0230         -0.0530
   555    0.0690    1.0150     0.0340         -0.0350
   556    0.0950    0.8120     0.0600         -0.0350
   557    0.0450    1.2180     0.0070         -0.0380
   558    0.0880    0.8120     0.0630         -0.0250
   559    0.0620    0.8120     0.0200         -0.0420
   560    0.0630    1.2180     0.0210         -0.0420
   561    0.0640    1.0150     0.0490         -0.0150
   562    0.0210    0.4060     0.0060         -0.0150
   563    0.0460    1.0150     0.0060         -0.0400
   564    0.0900    1.0150     0.0420         -0.0480
   565    0.1010    1.0150     0.0490         -0.0520
   566    0.0870    2.0300     0.0380         -0.0490
   567    0.0460    0.6090     0.0190         -0.0270
   568    0.0530    1.2180     0.0170         -0.0360
   569    0.1300    1.2180     0.0660         -0.0640
   570    0.0940    1.2180     0.0600         -0.0340
   571    0.0640    1.0150     0.0130         -0.0510
   572    0.0390    0.4060     0.0270         -0.0120
   573    0.0640    1.2180     0.0320         -0.0320
   574    0.0750    0.8120     0.0380         -0.0370
   575    0.1570    1.6240     0.0760         -0.0810
   576    0.1050    1.0150     0.0720         -0.0330
   577    0.0660    0.8120     0.0120         -0.0540
   578    0.0810    0.8120     0.0570         -0.0240
   579    0.1090    1.0150     0.0460         -0.0630
   580    0.1000    0.8120     0.0370         -0.0630
   581    0.1090    0.8120     0.0510         -0.0580
   582    0.1210    1.0150     0.0580         -0.0630
   583    0.1480    1.4210     0.0850         -0.0630
   584    0.1920    1.0150     0.1010         -0.0910
   585    0.0810    1.0150     0.0400         -0.0410
   586    0.0230    0.4060     0.0050         -0.0180
   587    0.0470    1.2180     0.0140         -0.0330
   588    0.0890    1.2180     0.0410         -0.0480
   589    0.0520    1.2180     0.0230         -0.0290
   590    0.1080    1.0150     0.0460         -0.0620
   591    0.0840    1.0150     0.0280         -0.0560
   592    0.0900    1.2180     0.0310         -0.0590
   593    0.0690    0.6090     0.0270         -0.0420
   594    0.1030    1.0150     0.0610         -0.0420
   595    0.0740    0.8120     0.0280         -0.0460
   596    0.0470    0.6090     0.0060         -0.0410
   597    0.0710    1.4210     0.0360         -0.0350
   598    0.0570    1.2180     0.0220         -0.0350
   599    0.0770    1.2180     0.0290         -0.0480
   600    0.1300    1.2180     0.0690         -0.0610
   601    0.0940    1.2180     0.0570         -0.0370
   602    0.0730    1.6240     0.0360         -0.0370
   603    0.0740    0.8120     0.0220         -0.0520
   604    0.1770    1.0150     0.0980         -0.0790
   605    0.1100    1.4210     0.0580         -0.0520
   606    0.1600    1.2180     0.0770         -0.0830
   607    0.0890    1.0150     0.0560         -0.0330
   608    0.0860    1.2180     0.0360         -0.0500
   609    0.0870    1.2180     0.0520         -0.0350
   610    0.0160    1.2180     0.0100         -0.0060
   611    0.0330    0.8120     0.0190         -0.0140
   612    0.0450    0.8120     0.0060         -0.0390
   613    0.0880    1.4210     0.0610         -0.0270
   614    0.0240    0.6090     0.0220         -0.0020
   615    0.0390    0.6090     0.0210         -0.0180
   616    0.0690    0.8120     0.0190         -0.0500
   617    0.1600    1.0150     0.1080         -0.0520
   618    0.0510    0.8120     0.0110         -0.0400
   619    0.0330    0.6090     0.0040         -0.0290
   620    0.0770    1.4210     0.0360         -0.0410
   621    0.0760    0.6090     0.0350         -0.0410
   622    0.0930    0.8120     0.0410         -0.0520
   623    0.1020    0.8120     0.0540         -0.0480
   624    0.0940    1.0150     0.0330         -0.0610
   625    0.0960    1.0150     0.0440         -0.0520
   626    0.1060    1.0150     0.0570         -0.0490
   627    0.0480    0.6090     0.0080         -0.0400
   628    0.0630    0.8120     0.0440         -0.0190
   629    0.0310    0.4060     0.0120         -0.0190
   630    0.0410    0.8120     0.0180         -0.0230
   631    0.0310    0.4060     0.0080         -0.0230
   632    0.0850    0.6090     0.0240         -0.0610
   633    0.1130    1.6240     0.0470         -0.0660
   634    0.1640    1.0150     0.0920         -0.0720
   635    0.1570    1.2180     0.0860         -0.0710
   636    0.1150    1.2180     0.0670         -0.0480
   637    0.1400    1.2180     0.0730         -0.0670
   638    0.1040    1.2180     0.0520         -0.0520
   639    0.1200    1.2180     0.0540         -0.0660
   640    0.0790    1.2180     0.0310         -0.0480
   641    0.0860    0.8120     0.0290         -0.0570
   642    0.1150    1.4210     0.0580         -0.0570
   643    0.0410    0.6090     0.0140         -0.0270
   644    0.0320    0.8120     0.0160         -0.0160
   645    0.0540    1.0150     0.0350         -0.0190
   646    0.0370    1.0150     0.0120         -0.0250
   647    0.0820    1.0150     0.0430         -0.0390
   648    0.0620    1.2180     0.0280         -0.0340
   649    0.0460    1.0150     0.0070         -0.0390
   650    0.0400    0.6090     0.0170         -0.0230
   651    0.0330    0.4060     0.0100         -0.0230
   652    0.0480    0.8120     0.0430         -0.0050
   653    0.0920    1.0150     0.0340         -0.0580
   654    0.0380    1.6240     0.0270         -0.0110
   655    0.0580    1.0150     0.0040         -0.0540
   656    0.1340    1.0150     0.0840         -0.0500
   657    0.1180    1.2180     0.0440         -0.0740
   658    0.0760    1.4210     0.0530         -0.0230
   659    0.0140    0.8120     0.0020         -0.0120
   660    0.0070    0.4060     0.0010         -0.0060
   661    0.0690    2.2330     0.0410         -0.0280
   662    0.1060    1.4210     0.0610         -0.0450
   663    0.0460    0.6090     0.0180         -0.0280
   664    0.1550    1.4210     0.0790         -0.0760
   665    0.1050    2.2330     0.0290         -0.0760
   666    0.0790    0.8120     0.0350         -0.0440
   667    0.0940    1.2180     0.0500         -0.0440
   668    0.0100    0.4060     0.0070         -0.0030
   669    0.0180    0.8120     0.0110         -0.0070
   670    0.0470    1.0150     0.0220         -0.0250
   671    0.0280    1.0150     0.0030         -0.0250
   672    0.0370    1.0150     0.0310         -0.0060
   673    0.0850    0.8120     0.0280         -0.0570
   674    0.0650    1.2180     0.0420         -0.0230
   675    0.0880    1.4210     0.0330         -0.0550
   676    0.0910    1.6240     0.0360         -0.0550
   677    0.1250    1.2180     0.0630         -0.0620
   678    0.1160    1.2180     0.0660         -0.0500
   679    0.0930    1.4210     0.0540         -0.0390
   680    0.1040    1.2180     0.0520         -0.0520
   681    0.0090    0.4060     0.0010         -0.0080
   682    0.0380    1.0150     0.0290         -0.0090
   683    0.0830    1.6240     0.0490         -0.0340
   684    0.0740    1.6240     0.0430         -0.0310
   685    0.0520    1.6240     0.0230         -0.0290
   686    0.0890    1.0150     0.0540         -0.0350
   687    0.0370    1.4210     0.0130         -0.0240
   688    0.0340    0.6090     0.0240         -0.0100
   689    0.0470    1.6240     0.0020         -0.0450
   690    0.1390    1.0150     0.0920         -0.0470
   691    0.0950    1.4210     0.0370         -0.0580
   692    0.0850    1.0150     0.0540         -0.0310
   693    0.1250    1.2180     0.0750         -0.0500
   694    0.0620    1.4210     0.0280         -0.0340
   695    0.0190    0.4060     0.0070         -0.0120
   696    0.0440    0.8120     0.0150         -0.0290
   697    0.1380    1.4210     0.0840         -0.0540
   698    0.0700    1.2180     0.0340         -0.0360
   699    0.0760    1.0150     0.0370         -0.0390
   700    0.0250    0.8120     0.0170         -0.0080
   701    0.0220    0.4060     0.0120         -0.0100
   702    0.0620    1.2180     0.0310         -0.0310
   703    0.0840    1.0150     0.0420         -0.0420
   704    0.0750    0.8120     0.0240         -0.0510
   705    0.0840    1.0150     0.0330         -0.0510
   706    0.1030    1.2180     0.0580         -0.0450
   707    0.0820    2.0300     0.0370         -0.0450
   708    0.0780    0.8120     0.0450         -0.0330
   709    0.0690    1.2180     0.0420         -0.0270
   710    0.0460    1.4210     0.0090         -0.0370
   711    0.0560    1.0150     0.0340         -0.0220
   712    0.0760    1.2180     0.0460         -0.0300
   713    0.1310    1.0150     0.0730         -0.0580
   714    0.0970    1.0150     0.0390         -0.0580
   715    0.0940    1.4210     0.0620         -0.0320
   716    0.0260    1.0150     0.0140         -0.0120
   717    0.0560    1.4210     0.0180         -0.0380
   718    0.0810    1.4210     0.0450         -0.0360
   719    0.1050    0.8120     0.0490         -0.0560
   720    0.1100    1.4210     0.0690         -0.0410
   721    0.0850    1.0150     0.0500         -0.0350
   722    0.0360    1.0150     0.0020         -0.0340
   723    0.0520    2.2330     0.0250         -0.0270
   724    0.0270    0.4060     0.0160         -0.0110
   725    0.0700    1.4210     0.0510         -0.0190
   726    0.1210    1.4210     0.0370         -0.0840
   727    0.1310    1.0150     0.0920         -0.0390
   728    0.0290    0.6090     0.0030         -0.0260
   729    0.0740    0.8120     0.0450         -0.0290
   730    0.1420    1.2180     0.0620         -0.0800
   731    0.0830    0.8120     0.0290         -0.0540
   732    0.1200    1.2180     0.0610         -0.0590
   733    0.1220    1.6240     0.0670         -0.0550
   734    0.0110    0.4060     0.0020         -0.0090
