 
  * * * * * * * PROGRAM ZCROSS * * * * * * * *
  * *
  * M.J. KRAFFT *
  * *
  * *
  * Zero Up-Crossing Analysis *
  * *
  * * * * * * * * * * * * * * * * * * * * * * *
 
 
  * * * * * * * * INPUT DATA * * * * * * * * *
 
  INPUT TIME SERIES ANALYZED: gA-f203.in  
  NUMBER OF POINTS IN SERIES:         9491
  TIME SERIES TIME STEP :   0.2030000      SEC
  TIME SERIES RECORD LENGTH :    1926.470      SEC
 
  Notes: -mean of time series has been removed.
  -except for computation of mean of input
  time series, data prior to first up-
  crossing and data after last up-crossing
  has been ignored in z-cross analysis.
 
  * * * Z-CROSS WAVE HEIGHT/PERIOD DATA * * * *
 
 INDEX   HEIGHT    PERIOD     CREST HEIGHT   TROUGH DEPTH
   505    0.0194    2.0300     0.0077         -0.0117
   506    0.0243    1.8270     0.0132         -0.0110
   507    0.0251    2.0300     0.0112         -0.0140
   508    0.0234    1.8270     0.0125         -0.0109
   509    0.0160    1.8270     0.0086         -0.0074
   510    0.0091    1.4210     0.0049         -0.0041
   511    0.0139    2.2330     0.0059         -0.0080
   512    0.0064    1.6240     0.0030         -0.0034
   513    0.0056    2.0300     0.0038         -0.0018
   514    0.0031    1.6240     0.0000         -0.0031
   515    0.0073    2.6390     0.0040         -0.0033
   516    0.0057    1.8270     0.0031         -0.0025
   517    0.0124    2.0300     0.0049         -0.0075
   518    0.0128    2.0300     0.0080         -0.0048
   519    0.0151    2.0300     0.0063         -0.0088
   520    0.0122    1.8270     0.0052         -0.0070
   521    0.0135    1.8270     0.0077         -0.0058
   522    0.0078    1.8270     0.0045         -0.0033
   523    0.0032    1.2180     0.0030         -0.0003
   524    0.0088    1.8270     0.0031         -0.0057
   525    0.0145    2.0300     0.0065         -0.0080
   526    0.0185    1.8270     0.0087         -0.0098
   527    0.0147    2.0300     0.0087         -0.0060
   528    0.0086    2.0300     0.0049         -0.0037
   529    0.0069    2.4360     0.0024         -0.0045
   530    0.0109    3.6540     0.0063         -0.0046
   531    0.0074    1.6240     0.0048         -0.0026
   532    0.0076    2.0300     0.0032         -0.0044
   533    0.0089    3.0450     0.0037         -0.0052
   534    0.0124    1.8270     0.0049         -0.0076
   535    0.0142    1.8270     0.0075         -0.0067
   536    0.0165    2.0300     0.0085         -0.0080
   537    0.0106    1.8270     0.0053         -0.0053
   538    0.0079    1.8270     0.0054         -0.0025
   539    0.0037    2.6390     0.0018         -0.0019
   540    0.0009    1.2180     0.0007         -0.0002
   541    0.0071    2.4360     0.0032         -0.0039
   542    0.0093    2.0300     0.0037         -0.0056
   543    0.0089    1.8270     0.0053         -0.0036
   544    0.0117    2.2330     0.0058         -0.0059
   545    0.0082    1.8270     0.0052         -0.0031
   546    0.0101    2.0300     0.0053         -0.0047
   547    0.0061    3.2480     0.0035         -0.0027
   548    0.0022    1.6240     0.0017         -0.0005
   549    0.0010    1.4210     0.0004         -0.0006
   550    0.0053    2.2330     0.0023         -0.0030
   551    0.0057    1.6240     0.0015         -0.0041
   552    0.0093    3.6540     0.0057         -0.0036
   553    0.0065    2.0300     0.0031         -0.0034
   554    0.0039    1.8270     0.0026         -0.0012
   555    0.0093    2.4360     0.0033         -0.0060
   556    0.0058    4.2630     0.0037         -0.0021
   557    0.0067    3.8570     0.0041         -0.0026
   558    0.0051    2.2330     0.0017         -0.0034
   559    0.0098    2.4360     0.0055         -0.0043
   560    0.0071    1.6240     0.0034         -0.0037
   561    0.0131    2.0300     0.0061         -0.0071
   562    0.0122    2.0300     0.0074         -0.0048
   563    0.0089    1.6240     0.0043         -0.0046
   564    0.0119    2.2330     0.0057         -0.0063
   565    0.0038    1.6240     0.0023         -0.0015
   566    0.0036    1.6240     0.0022         -0.0014
   567    0.0038    1.8270     0.0009         -0.0029
   568    0.0034    1.6240     0.0026         -0.0008
   569    0.0052    2.0300     0.0014         -0.0038
   570    0.0083    2.6390     0.0047         -0.0035
   571    0.0043    1.6240     0.0004         -0.0039
   572    0.0125    2.0300     0.0059         -0.0067
   573    0.0087    1.8270     0.0054         -0.0033
   574    0.0106    2.0300     0.0038         -0.0068
   575    0.0125    2.0300     0.0062         -0.0063
   576    0.0120    2.0300     0.0066         -0.0055
   577    0.0072    3.2480     0.0042         -0.0030
   578    0.0047    1.6240     0.0032         -0.0015
   579    0.0050    1.8270     0.0009         -0.0041
   580    0.0077    1.8270     0.0046         -0.0031
   581    0.0086    2.2330     0.0048         -0.0038
   582    0.0055    2.4360     0.0022         -0.0033
   583    0.0078    4.0600     0.0034         -0.0044
   584    0.0052    1.4210     0.0004         -0.0048
   585    0.0140    2.2330     0.0088         -0.0053
   586    0.0052    1.6240     0.0029         -0.0023
   587    0.0073    2.0300     0.0037         -0.0037
   588    0.0037    1.8270     0.0023         -0.0014
   589    0.0030    2.0300     0.0011         -0.0019
   590    0.0037    2.0300     0.0009         -0.0028
   591    0.0049    3.2480     0.0020         -0.0028
   592    0.0072    2.0300     0.0045         -0.0027
   593    0.0053    1.6240     0.0005         -0.0048
   594    0.0088    1.8270     0.0055         -0.0033
   595    0.0040    1.6240     0.0022         -0.0018
   596    0.0040    2.0300     0.0007         -0.0033
   597    0.0091    3.2480     0.0038         -0.0053
   598    0.0044    1.4210     0.0041         -0.0003
   599    0.0085    2.0300     0.0025         -0.0060
   600    0.0063    2.8420     0.0051         -0.0012
   601    0.0070    2.2330     0.0029         -0.0041
   602    0.0063    1.8270     0.0030         -0.0033
   603    0.0069    4.0600     0.0045         -0.0024
   604    0.0055    3.4510     0.0027         -0.0028
   605    0.0112    2.6390     0.0049         -0.0063
   606    0.0132    2.0300     0.0066         -0.0066
   607    0.0134    2.0300     0.0070         -0.0064
   608    0.0106    1.8270     0.0063         -0.0043
   609    0.0104    1.8270     0.0050         -0.0054
   610    0.0087    2.8420     0.0053         -0.0033
   611    0.0110    3.8570     0.0035         -0.0075
   612    0.0088    2.2330     0.0051         -0.0037
   613    0.0031    1.6240     0.0025         -0.0006
   614    0.0017    2.0300     0.0006         -0.0011
   615    0.0015    1.4210     0.0006         -0.0009
   616    0.0078    2.2330     0.0037         -0.0041
   617    0.0077    2.2330     0.0039         -0.0038
   618    0.0028    1.6240     0.0019         -0.0009
   619    0.0042    2.0300     0.0024         -0.0018
   620    0.0069    2.0300     0.0030         -0.0039
   621    0.0050    1.8270     0.0028         -0.0022
   622    0.0059    1.6240     0.0018         -0.0041
   623    0.0120    2.2330     0.0060         -0.0060
   624    0.0044    1.6240     0.0031         -0.0013
   625    0.0052    2.0300     0.0019         -0.0033
   626    0.0060    2.0300     0.0039         -0.0021
   627    0.0087    2.2330     0.0033         -0.0054
   628    0.0096    2.2330     0.0051         -0.0045
   629    0.0067    1.6240     0.0030         -0.0037
   630    0.0100    2.2330     0.0058         -0.0041
   631    0.0051    1.8270     0.0019         -0.0032
   632    0.0038    1.4210     0.0021         -0.0017
   633    0.0076    2.0300     0.0030         -0.0046
   634    0.0081    1.8270     0.0049         -0.0033
   635    0.0044    1.6240     0.0024         -0.0020
   636    0.0091    3.0450     0.0043         -0.0047
   637    0.0121    2.4360     0.0058         -0.0063
   638    0.0048    1.4210     0.0021         -0.0027
   639    0.0107    3.4510     0.0059         -0.0047
   640    0.0107    2.0300     0.0070         -0.0037
   641    0.0059    1.4210     0.0019         -0.0039
   642    0.0092    2.0300     0.0048         -0.0044
   643    0.0041    1.6240     0.0021         -0.0020
   644    0.0058    1.8270     0.0022         -0.0037
   645    0.0077    3.2480     0.0031         -0.0047
   646    0.0043    1.4210     0.0037         -0.0007
   647    0.0087    2.4360     0.0045         -0.0042
   648    0.0124    3.2480     0.0042         -0.0082
   649    0.0085    3.0450     0.0047         -0.0038
   650    0.0050    1.8270     0.0029         -0.0020
   651    0.0023    1.4210     0.0003         -0.0020
   652    0.0044    1.8270     0.0037         -0.0007
   653    0.0051    1.8270     0.0001         -0.0050
   654    0.0098    3.2480     0.0039         -0.0059
   655    0.0110    3.6540     0.0057         -0.0053
   656    0.0108    2.6390     0.0069         -0.0039
   657    0.0106    3.4510     0.0059         -0.0048
   658    0.0070    3.6540     0.0039         -0.0031
   659    0.0070    3.0450     0.0050         -0.0020
   660    0.0052    2.2330     0.0019         -0.0032
   661    0.0058    2.2330     0.0039         -0.0019
   662    0.0042    2.2330     0.0016         -0.0026
   663    0.0064    2.2330     0.0023         -0.0041
   664    0.0070    2.0300     0.0044         -0.0026
   665    0.0112    2.2330     0.0049         -0.0063
   666    0.0118    2.2330     0.0052         -0.0066
   667    0.0035    1.2180     0.0032         -0.0003
   668    0.0067    2.2330     0.0039         -0.0028
   669    0.0028    1.6240     0.0006         -0.0022
   670    0.0078    3.4510     0.0032         -0.0047
   671    0.0077    3.4510     0.0036         -0.0041
   672    0.0052    3.0450     0.0030         -0.0023
   673    0.0047    3.6540     0.0021         -0.0026
   674    0.0028    1.8270     0.0008         -0.0019
   675    0.0020    1.4210     0.0018         -0.0003
   676    0.0022    1.8270     0.0004         -0.0019
   677    0.0051    2.6390     0.0022         -0.0030
   678    0.0021    1.6240     0.0013         -0.0008
   679    0.0042    2.0300     0.0019         -0.0023
   680    0.0036    2.0300     0.0023         -0.0013
   681    0.0017    1.6240     0.0007         -0.0010
   682    0.0044    2.6390     0.0011         -0.0033
   683    0.0077    2.4360     0.0042         -0.0035
   684    0.0068    2.2330     0.0026         -0.0042
   685    0.0037    3.0450     0.0023         -0.0014
   686    0.0028    1.6240     0.0006         -0.0022
   687    0.0064    2.0300     0.0024         -0.0040
   688    0.0071    3.0450     0.0041         -0.0030
   689    0.0070    2.4360     0.0036         -0.0034
   690    0.0065    3.2480     0.0021         -0.0044
   691    0.0076    3.4510     0.0026         -0.0051
   692    0.0098    2.0300     0.0063         -0.0036
   693    0.0059    2.0300     0.0028         -0.0031
   694    0.0032    1.4210     0.0009         -0.0023
   695    0.0061    1.8270     0.0049         -0.0012
   696    0.0053    2.0300     0.0015         -0.0038
   697    0.0046    1.6240     0.0018         -0.0028
   698    0.0054    1.8270     0.0028         -0.0026
   699    0.0062    3.2480     0.0029         -0.0033
   700    0.0065    1.8270     0.0037         -0.0029
   701    0.0097    2.0300     0.0038         -0.0059
   702    0.0094    3.0450     0.0057         -0.0037
   703    0.0099    2.2330     0.0049         -0.0050
   704    0.0083    3.2480     0.0044         -0.0039
   705    0.0053    1.8270     0.0033         -0.0020
   706    0.0052    1.8270     0.0020         -0.0031
   707    0.0115    2.0300     0.0061         -0.0054
   708    0.0085    2.2330     0.0051         -0.0035
   709    0.0018    1.0150     0.0003         -0.0015
   710    0.0072    2.0300     0.0039         -0.0032
   711    0.0072    1.8270     0.0033         -0.0039
   712    0.0110    1.8270     0.0051         -0.0060
   713    0.0153    2.0300     0.0077         -0.0076
   714    0.0120    2.0300     0.0069         -0.0051
   715    0.0094    2.0300     0.0039         -0.0054
   716    0.0069    1.8270     0.0054         -0.0015
   717    0.0063    2.2330     0.0022         -0.0041
   718    0.0098    3.4510     0.0039         -0.0059
   719    0.0120    1.8270     0.0063         -0.0056
   720    0.0129    1.8270     0.0055         -0.0074
   721    0.0242    2.0300     0.0114         -0.0127
   722    0.0212    1.8270     0.0108         -0.0104
   723    0.0190    1.6240     0.0089         -0.0101
   724    0.0232    2.0300     0.0122         -0.0110
   725    0.0178    1.6240     0.0086         -0.0092
   726    0.0214    1.8270     0.0108         -0.0106
   727    0.0158    2.0300     0.0095         -0.0063
   728    0.0072    1.6240     0.0033         -0.0039
   729    0.0064    1.6240     0.0032         -0.0032
   730    0.0089    2.0300     0.0047         -0.0042
   731    0.0037    4.6690     0.0018         -0.0019
   732    0.0066    2.2330     0.0025         -0.0041
   733    0.0063    1.8270     0.0040         -0.0022
   734    0.0084    2.2330     0.0039         -0.0045
   735    0.0027    1.4210     0.0013         -0.0014
   736    0.0082    3.2480     0.0047         -0.0036
   737    0.0054    2.0300     0.0041         -0.0013
   738    0.0048    2.0300     0.0015         -0.0034
   739    0.0061    2.6390     0.0034         -0.0028
   740    0.0021    2.0300     0.0004         -0.0017
   741    0.0080    2.4360     0.0040         -0.0040
   742    0.0071    2.0300     0.0033         -0.0038
   743    0.0054    1.8270     0.0020         -0.0034
   744    0.0043    1.8270     0.0026         -0.0016
   745    0.0046    3.0450     0.0025         -0.0021
   746    0.0046    3.4510     0.0022         -0.0024
   747    0.0039    2.0300     0.0020         -0.0019
   748    0.0019    1.4210     0.0002         -0.0018
   749    0.0067    3.6540     0.0030         -0.0037
   750    0.0078    3.4510     0.0041         -0.0037
   751    0.0063    2.6390     0.0042         -0.0022
   752    0.0071    2.6390     0.0028         -0.0044
   753    0.0023    4.0600     0.0016         -0.0008
   754    0.0038    2.2330     0.0015         -0.0023
   755    0.0061    3.2480     0.0017         -0.0043
   756    0.0056    3.2480     0.0038         -0.0018
   757    0.0076    4.4660     0.0047         -0.0029
   758    0.0063    2.2330     0.0036         -0.0028
   759    0.0039    1.6240     0.0035         -0.0003
   760    0.0016    1.4210     0.0005         -0.0011
   761    0.0080    2.0300     0.0024         -0.0057
   762    0.0107    1.8270     0.0055         -0.0053
   763    0.0114    2.0300     0.0064         -0.0049
   764    0.0065    1.8270     0.0032         -0.0034
   765    0.0035    3.2480     0.0013         -0.0022
   766    0.0028    1.8270     0.0016         -0.0012
   767    0.0016    1.4210     0.0001         -0.0016
   768    0.0025    1.4210     0.0018         -0.0007
   769    0.0055    2.0300     0.0023         -0.0032
   770    0.0049    2.2330     0.0030         -0.0019
   771    0.0016    2.0300     0.0006         -0.0009
   772    0.0043    2.4360     0.0023         -0.0020
   773    0.0057    2.2330     0.0020         -0.0037
   774    0.0062    3.0450     0.0039         -0.0024
   775    0.0047    1.8270     0.0010         -0.0037
   776    0.0056    3.2480     0.0033         -0.0023
   777    0.0048    2.8420     0.0032         -0.0016
   778    0.0062    3.0450     0.0023         -0.0039
   779    0.0034    2.0300     0.0020         -0.0014
   780    0.0060    2.2330     0.0034         -0.0026
   781    0.0021    1.2180     0.0011         -0.0010
   782    0.0054    2.0300     0.0017         -0.0037
   783    0.0054    1.6240     0.0029         -0.0025
   784    0.0063    1.8270     0.0028         -0.0035
   785    0.0042    1.6240     0.0035         -0.0007
   786    0.0053    1.6240     0.0006         -0.0047
   787    0.0115    2.0300     0.0059         -0.0056
   788    0.0041    1.4210     0.0031         -0.0010
   789    0.0049    1.6240     0.0020         -0.0029
   790    0.0073    2.2330     0.0044         -0.0029
   791    0.0023    1.2180     0.0004         -0.0018
   792    0.0077    2.4360     0.0034         -0.0044
   793    0.0060    4.0600     0.0036         -0.0025
   794    0.0100    2.4360     0.0052         -0.0048
   795    0.0041    2.8420     0.0025         -0.0016
   796    0.0006    1.4210     0.0002         -0.0005
   797    0.0054    2.2330     0.0026         -0.0029
   798    0.0054    1.8270     0.0026         -0.0028
   799    0.0064    3.4510     0.0035         -0.0029
   800    0.0047    2.2330     0.0031         -0.0016
   801    0.0017    1.6240     0.0003         -0.0014
   802    0.0044    2.0300     0.0015         -0.0028
   803    0.0059    4.2630     0.0027         -0.0032
   804    0.0031    5.6840     0.0021         -0.0010
   805    0.0034    3.0450     0.0014         -0.0020
   806    0.0082    3.2480     0.0048         -0.0034
   807    0.0065    2.4360     0.0035         -0.0030
   808    0.0039    3.2480     0.0015         -0.0024
   809    0.0048    1.8270     0.0029         -0.0020
   810    0.0030    1.6240     0.0022         -0.0009
   811    0.0027    1.6240     0.0010         -0.0017
   812    0.0046    2.0300     0.0015         -0.0032
   813    0.0021    1.2180     0.0008         -0.0012
   814    0.0061    4.4660     0.0035         -0.0026
   815    0.0042    2.6390     0.0020         -0.0022
   816    0.0043    2.0300     0.0017         -0.0026
   817    0.0057    2.0300     0.0030         -0.0028
   818    0.0037    1.8270     0.0015         -0.0023
   819    0.0070    2.2330     0.0042         -0.0028
   820    0.0037    3.2480     0.0026         -0.0011
   821    0.0033    3.4510     0.0010         -0.0023
   822    0.0066    2.2330     0.0039         -0.0027
   823    0.0019    1.2180     0.0012         -0.0007
   824    0.0067    2.6390     0.0026         -0.0041
   825    0.0056    2.8420     0.0025         -0.0031
   826    0.0075    2.6390     0.0043         -0.0032
   827    0.0014    1.6240     0.0001         -0.0013
   828    0.0017    1.6240     0.0009         -0.0008
   829    0.0078    3.8570     0.0041         -0.0037
   830    0.0018    2.4360     0.0011         -0.0007
   831    0.0053    2.6390     0.0020         -0.0033
   832    0.0046    4.2630     0.0020         -0.0027
   833    0.0028    3.8570     0.0019         -0.0009
   834    0.0042    2.2330     0.0008         -0.0033
   835    0.0017    1.2180     0.0012         -0.0006
   836    0.0056    2.2330     0.0024         -0.0032
   837    0.0096    2.6390     0.0050         -0.0045
   838    0.0039    1.8270     0.0030         -0.0009
   839    0.0050    1.8270     0.0009         -0.0041
   840    0.0082    2.8420     0.0052         -0.0031
   841    0.0045    2.4360     0.0027         -0.0017
   842    0.0046    2.8420     0.0026         -0.0020
   843    0.0021    4.6690     0.0010         -0.0011
   844    0.0033    1.6240     0.0002         -0.0032
   845    0.0088    2.2330     0.0052         -0.0035
   846    0.0058    2.0300     0.0028         -0.0029
   847    0.0035    1.6240     0.0014         -0.0021
   848    0.0051    2.0300     0.0033         -0.0018
   849    0.0068    2.2330     0.0027         -0.0040
   850    0.0041    1.6240     0.0013         -0.0028
   851    0.0075    1.8270     0.0041         -0.0034
   852    0.0073    2.0300     0.0044         -0.0029
   853    0.0035    1.6240     0.0022         -0.0014
   854    0.0040    3.2480     0.0015         -0.0025
   855    0.0074    2.0300     0.0048         -0.0026
   856    0.0055    2.6390     0.0026         -0.0028
   857    0.0066    2.2330     0.0031         -0.0035
   858    0.0056    1.8270     0.0037         -0.0019
   859    0.0054    2.0300     0.0022         -0.0032
   860    0.0042    2.8420     0.0020         -0.0022
   861    0.0084    2.0300     0.0034         -0.0050
   862    0.0080    2.0300     0.0042         -0.0037
